,WSUDAN,NSUDAN,KRT,ESUDAN,CSUDAN
2015-01-07 20:00:00,0.654326087,0.578956522,0.6865,0.507823529,0.722888889
2015-01-07 21:00:00,0.64423913,0.585086957,0.646,0.494411765,0.719222222
2015-01-07 22:00:00,0.633347826,0.583043478,0.6135,0.491058824,0.693888889
2015-01-07 23:00:00,0.62526087,0.574565217,0.59,0.493411765,0.666555556
2015-01-08 00:00:00,0.617891304,0.556086957,0.564,0.497235294,0.644666667
2015-01-08 01:00:00,0.607173913,0.530043478,0.5335,0.491941176,0.622555556
2015-01-08 02:00:00,0.593586957,0.500043478,0.508,0.477235294,0.602444444
2015-01-08 03:00:00,0.582217391,0.474130435,0.485,0.453764706,0.583555556
2015-01-08 04:00:00,0.571543478,0.443695652,0.441,0.401705882,0.523333333
2015-01-08 05:00:00,0.515369565,0.307347826,0.438,0.319882353,0.591777778
2015-01-08 06:00:00,0.620173913,0.284608696,0.7,0.348470588,0.713666667
2015-01-08 07:00:00,0.661869565,0.451434783,0.693,0.286823529,0.632444444
2015-01-08 08:00:00,0.594043478,0.402304348,0.615,0.206941176,0.522111111
2015-01-08 09:00:00,0.491413043,0.328478261,0.5465,0.165823529,0.421777778
2015-01-08 10:00:00,0.41076087,0.299130435,0.5075,0.162882353,0.357666667
2015-01-08 11:00:00,0.36526087,0.310217391,0.521,0.203647059,0.344555556
2015-01-08 12:00:00,0.359130435,0.346304348,0.575,0.260647059,0.378888889
2015-01-08 13:00:00,0.386413043,0.388695652,0.636,0.333294118,0.450111111
2015-01-08 14:00:00,0.435108696,0.416391304,0.661,0.438764706,0.528777778
2015-01-08 15:00:00,0.518043478,0.481695652,0.6825,0.571352941,0.654
2015-01-08 16:00:00,0.647369565,0.54926087,0.736,0.625470588,0.755444444
2015-01-08 17:00:00,0.692195652,0.569521739,0.723,0.620647059,0.774333333
2015-01-08 18:00:00,0.694304348,0.569478261,0.698,0.593941176,0.756888889
2015-01-08 19:00:00,0.68376087,0.563391304,0.669,0.560470588,0.728333333
2015-01-08 20:00:00,0.672347826,0.556173913,0.637,0.540117647,0.696444444
2015-01-08 21:00:00,0.661891304,0.543913043,0.614,0.527705882,0.653333333
2015-01-08 22:00:00,0.652369565,0.530391304,0.618,0.518294118,0.616888889
2015-01-08 23:00:00,0.645804348,0.524130435,0.6335,0.512294118,0.597111111
2015-01-09 00:00:00,0.639608696,0.520521739,0.634,0.503117647,0.585111111
2015-01-09 01:00:00,0.631217391,0.512608696,0.622,0.485588235,0.576555556
2015-01-09 02:00:00,0.621413043,0.498521739,0.6015,0.461294118,0.578555556
2015-01-09 03:00:00,0.609782609,0.480565217,0.5695,0.430470588,0.583222222
2015-01-09 04:00:00,0.592608696,0.45026087,0.513,0.376117647,0.548777778
2015-01-09 05:00:00,0.612347826,0.312,0.5765,0.301529412,0.701888889
2015-01-09 06:00:00,0.700673913,0.282869565,0.779,0.294529412,0.736777778
2015-01-09 07:00:00,0.743043478,0.498086957,0.696,0.238823529,0.620555556
2015-01-09 08:00:00,0.69373913,0.494478261,0.562,0.180176471,0.478111111
2015-01-09 09:00:00,0.618108696,0.446826087,0.467,0.164764706,0.361888889
2015-01-09 10:00:00,0.549673913,0.424347826,0.426,0.191529412,0.300333333
2015-01-09 11:00:00,0.493086957,0.420869565,0.434,0.243647059,0.294444444
2015-01-09 12:00:00,0.457456522,0.434347826,0.475,0.301882353,0.330888889
2015-01-09 13:00:00,0.447978261,0.455043478,0.5315,0.368941176,0.393888889
2015-01-09 14:00:00,0.462282609,0.460304348,0.578,0.443411765,0.466444444
2015-01-09 15:00:00,0.508521739,0.511086957,0.652,0.556294118,0.590111111
2015-01-09 16:00:00,0.625043478,0.580130435,0.7395,0.614294118,0.698777778
2015-01-09 17:00:00,0.673,0.60173913,0.7385,0.622882353,0.729
2015-01-09 18:00:00,0.675282609,0.596869565,0.7115,0.624,0.739333333
2015-01-09 19:00:00,0.663826087,0.581521739,0.684,0.623941176,0.735444444
2015-01-09 20:00:00,0.651,0.560869565,0.666,0.615647059,0.723111111
2015-01-09 21:00:00,0.635934783,0.537913043,0.653,0.602705882,0.700555556
2015-01-09 22:00:00,0.623804348,0.526913043,0.6465,0.591941176,0.681
2015-01-09 23:00:00,0.616347826,0.52826087,0.641,0.587941176,0.661333333
2015-01-10 00:00:00,0.610630435,0.527826087,0.633,0.581352941,0.643444444
2015-01-10 01:00:00,0.605,0.517043478,0.6185,0.564588235,0.624888889
2015-01-10 02:00:00,0.59273913,0.496869565,0.596,0.544411765,0.608444444
2015-01-10 03:00:00,0.584717391,0.476652174,0.5685,0.526470588,0.610555556
2015-01-10 04:00:00,0.578043478,0.445391304,0.518,0.478529412,0.576888889
2015-01-10 05:00:00,0.583434783,0.311695652,0.612,0.474470588,0.762555556
2015-01-10 06:00:00,0.689521739,0.331521739,0.8295,0.521529412,0.786111111
2015-01-10 07:00:00,0.739956522,0.56773913,0.7615,0.443,0.685777778
2015-01-10 08:00:00,0.682804348,0.538173913,0.6495,0.366176471,0.578
2015-01-10 09:00:00,0.603,0.476304348,0.552,0.326176471,0.485
2015-01-10 10:00:00,0.540478261,0.43073913,0.4975,0.321941176,0.422444444
2015-01-10 11:00:00,0.498304348,0.41,0.49,0.344705882,0.398111111
2015-01-10 12:00:00,0.479413043,0.411521739,0.5085,0.385294118,0.407888889
2015-01-10 13:00:00,0.48423913,0.421652174,0.533,0.429529412,0.440666667
2015-01-10 14:00:00,0.5005,0.416347826,0.5355,0.460941176,0.474111111
2015-01-10 15:00:00,0.526456522,0.456434783,0.5785,0.533588235,0.559444444
2015-01-10 16:00:00,0.619608696,0.512347826,0.6485,0.574588235,0.643111111
2015-01-10 17:00:00,0.658847826,0.530086957,0.658,0.576235294,0.663888889
2015-01-10 18:00:00,0.656217391,0.52573913,0.6495,0.567352941,0.663222222
2015-01-10 19:00:00,0.639608696,0.514521739,0.639,0.563411765,0.660777778
2015-01-10 20:00:00,0.622695652,0.502347826,0.632,0.563411765,0.655888889
2015-01-10 21:00:00,0.607891304,0.496913043,0.624,0.565352941,0.652888889
2015-01-10 22:00:00,0.596934783,0.500521739,0.614,0.565882353,0.647
2015-01-10 23:00:00,0.588586957,0.508173913,0.6055,0.562823529,0.639555556
2015-01-11 00:00:00,0.581956522,0.510391304,0.5975,0.557294118,0.633333333
2015-01-11 01:00:00,0.574565217,0.498913043,0.587,0.543,0.622555556
2015-01-11 02:00:00,0.565,0.470913043,0.5715,0.522058824,0.610333333
2015-01-11 03:00:00,0.555347826,0.437,0.554,0.500352941,0.600444444
2015-01-11 04:00:00,0.541391304,0.393391304,0.51,0.443647059,0.551
2015-01-11 05:00:00,0.479717391,0.235608696,0.357,0.318588235,0.614222222
2015-01-11 06:00:00,0.632913043,0.188,0.6855,0.380529412,0.751888889
2015-01-11 07:00:00,0.684826087,0.353782609,0.6295,0.339588235,0.649111111
2015-01-11 08:00:00,0.618978261,0.346521739,0.4925,0.266705882,0.521
2015-01-11 09:00:00,0.525434783,0.276521739,0.388,0.227941176,0.414222222
2015-01-11 10:00:00,0.443978261,0.238521739,0.3215,0.216235294,0.342333333
2015-01-11 11:00:00,0.388608696,0.230869565,0.3005,0.229117647,0.308777778
2015-01-11 12:00:00,0.36676087,0.24773913,0.3345,0.255941176,0.310888889
2015-01-11 13:00:00,0.380021739,0.276782609,0.4155,0.290352941,0.347666667
2015-01-11 14:00:00,0.414804348,0.301652174,0.496,0.342058824,0.405222222
2015-01-11 15:00:00,0.490130435,0.387043478,0.6375,0.470058824,0.551222222
2015-01-11 16:00:00,0.628652174,0.490956522,0.7415,0.583647059,0.668666667
2015-01-11 17:00:00,0.694086957,0.558782609,0.7645,0.650764706,0.696666667
2015-01-11 18:00:00,0.705108696,0.586434783,0.7515,0.684058824,0.697222222
2015-01-11 19:00:00,0.693826087,0.587347826,0.7375,0.694941176,0.699333333
2015-01-11 20:00:00,0.677956522,0.573086957,0.7225,0.691352941,0.701333333
2015-01-11 21:00:00,0.663152174,0.55273913,0.7055,0.677058824,0.692777778
2015-01-11 22:00:00,0.65073913,0.533782609,0.6965,0.663705882,0.673777778
2015-01-11 23:00:00,0.640521739,0.517956522,0.6945,0.651294118,0.653555556
2015-01-12 00:00:00,0.632891304,0.505869565,0.682,0.631882353,0.630555556
2015-01-12 01:00:00,0.626456522,0.490608696,0.6495,0.603823529,0.597555556
2015-01-12 02:00:00,0.618782609,0.474782609,0.603,0.572235294,0.554
2015-01-12 03:00:00,0.606304348,0.460869565,0.5515,0.542294118,0.504555556
2015-01-12 04:00:00,0.58273913,0.439304348,0.475,0.482352941,0.420666667
2015-01-12 05:00:00,0.446565217,0.309,0.254,0.479941176,0.272555556
2015-01-12 06:00:00,0.520978261,0.261043478,0.516,0.633176471,0.449555556
2015-01-12 07:00:00,0.707456522,0.440304348,0.7535,0.604117647,0.497888889
2015-01-12 08:00:00,0.682,0.449565217,0.6445,0.509764706,0.414222222
2015-01-12 09:00:00,0.57976087,0.33673913,0.5015,0.430411765,0.298666667
2015-01-12 10:00:00,0.480021739,0.255956522,0.397,0.387529412,0.224111111
2015-01-12 11:00:00,0.401478261,0.212173913,0.3565,0.385764706,0.193333333
2015-01-12 12:00:00,0.351369565,0.197956522,0.3825,0.416882353,0.205777778
2015-01-12 13:00:00,0.329608696,0.203695652,0.444,0.460529412,0.248333333
2015-01-12 14:00:00,0.323391304,0.224565217,0.4835,0.496470588,0.314555556
2015-01-12 15:00:00,0.37073913,0.322434783,0.582,0.568647059,0.474888889
2015-01-12 16:00:00,0.475021739,0.444608696,0.6385,0.621352941,0.592666667
